"","X","Date","Slice","Time","Count","cID","l2","nl2","CellLine","drug","conc"
"1372",1372,20140808,"WellR05-C06H2B_day6",0,102,71,6.672425342,0,"SKMEL5","PLX4720",8
"1373",1373,20140808,"WellR05-C06H2B_day7",2.022799992,105,71,6.714245518,0.041820176,"SKMEL5","PLX4720",8
"1374",1374,20140808,"WellR05-C06H2B_day8",19.0719,91,71,6.50779464,-0.164630702,"SKMEL5","PLX4720",8
"1375",1375,20140808,"WellR05-C06H2B_day9",48.643000008,96,71,6.584962501,-0.087462841,"SKMEL5","PLX4720",8
"1376",1376,20140808,"WellR05-C06H2B_day10",67.994200008,102,71,6.672425342,0,"SKMEL5","PLX4720",8
"1377",1377,20140808,"WellR05-C06H2B_day11",92.5305,100,71,6.64385619,-0.028569152,"SKMEL5","PLX4720",8
"1378",1378,20140808,"WellR05-C06H2B_day12",98.33389992,96,71,6.584962501,-0.087462841,"SKMEL5","PLX4720",8
"1393",1393,20140808,"WellR05-C06H2B_day6",0,105,72,6.714245518,0,"SKMEL5","PLX4720",8
"1394",1394,20140808,"WellR05-C06H2B_day7",2.022799992,108,72,6.754887502,0.040641984,"SKMEL5","PLX4720",8
"1395",1395,20140808,"WellR05-C06H2B_day8",19.0719,117,72,6.87036472,0.156119202,"SKMEL5","PLX4720",8
"1396",1396,20140808,"WellR05-C06H2B_day9",48.643000008,119,72,6.894817763,0.180572246,"SKMEL5","PLX4720",8
"1397",1397,20140808,"WellR05-C06H2B_day10",67.994200008,127,72,6.988684687,0.274439169,"SKMEL5","PLX4720",8
"1398",1398,20140808,"WellR05-C06H2B_day11",92.5305,158,72,7.303780748,0.589535231,"SKMEL5","PLX4720",8
"1399",1399,20140808,"WellR05-C06H2B_day12",98.33389992,141,72,7.139551352,0.425305835,"SKMEL5","PLX4720",8
"1414",1414,20140808,"WellR05-C06H2B_day6",0,60,73,5.906890596,0,"SKMEL5","PLX4720",8
"1415",1415,20140808,"WellR05-C06H2B_day7",2.022799992,64,73,6,0.093109404,"SKMEL5","PLX4720",8
"1416",1416,20140808,"WellR05-C06H2B_day8",19.0719,79,73,6.303780748,0.396890153,"SKMEL5","PLX4720",8
"1417",1417,20140808,"WellR05-C06H2B_day9",48.643000008,88,73,6.459431619,0.552541023,"SKMEL5","PLX4720",8
"1418",1418,20140808,"WellR05-C06H2B_day10",67.994200008,98,73,6.614709844,0.707819249,"SKMEL5","PLX4720",8
"1419",1419,20140808,"WellR05-C06H2B_day11",92.5305,113,73,6.820178962,0.913288367,"SKMEL5","PLX4720",8
"1420",1420,20140808,"WellR05-C06H2B_day12",98.33389992,110,73,6.781359714,0.874469118,"SKMEL5","PLX4720",8
"1435",1435,20140808,"WellR05-C06H2B_day6",0,221,74,7.787902559,0,"SKMEL5","PLX4720",8
"1436",1436,20140808,"WellR05-C06H2B_day7",2.022799992,243,74,7.924812504,0.136909944,"SKMEL5","PLX4720",8
"1437",1437,20140808,"WellR05-C06H2B_day8",19.0719,322,74,8.330916878,0.543014319,"SKMEL5","PLX4720",8
"1438",1438,20140808,"WellR05-C06H2B_day9",48.643000008,346,74,8.434628228,0.646725668,"SKMEL5","PLX4720",8
"1439",1439,20140808,"WellR05-C06H2B_day10",67.994200008,399,74,8.640244936,0.852342377,"SKMEL5","PLX4720",8
"1440",1440,20140808,"WellR05-C06H2B_day11",92.5305,445,74,8.797661526,1.009758966,"SKMEL5","PLX4720",8
"1441",1441,20140808,"WellR05-C06H2B_day12",98.33389992,443,74,8.791162889,1.003260329,"SKMEL5","PLX4720",8
"1456",1456,20140808,"WellR05-C06H2B_day6",0,76,75,6.247927513,0,"SKMEL5","PLX4720",8
"1457",1457,20140808,"WellR05-C06H2B_day7",2.022799992,65,75,6.022367813,-0.2255597,"SKMEL5","PLX4720",8
"1458",1458,20140808,"WellR05-C06H2B_day8",19.0719,87,75,6.442943496,0.195015982,"SKMEL5","PLX4720",8
"1459",1459,20140808,"WellR05-C06H2B_day9",48.643000008,92,75,6.523561956,0.275634443,"SKMEL5","PLX4720",8
"1460",1460,20140808,"WellR05-C06H2B_day10",67.994200008,85,75,6.409390936,0.161463423,"SKMEL5","PLX4720",8
"1461",1461,20140808,"WellR05-C06H2B_day11",92.5305,101,75,6.658211483,0.410283969,"SKMEL5","PLX4720",8
"1462",1462,20140808,"WellR05-C06H2B_day12",98.33389992,107,75,6.741466986,0.493539473,"SKMEL5","PLX4720",8
"1477",1477,20140808,"WellR05-C06H2B_day6",0,25,76,4.64385619,0,"SKMEL5","PLX4720",8
"1478",1478,20140808,"WellR05-C06H2B_day7",2.022799992,30,76,4.906890596,0.263034406,"SKMEL5","PLX4720",8
"1479",1479,20140808,"WellR05-C06H2B_day8",19.0719,37,76,5.209453366,0.565597176,"SKMEL5","PLX4720",8
"1480",1480,20140808,"WellR05-C06H2B_day9",48.643000008,52,76,5.700439718,1.056583528,"SKMEL5","PLX4720",8
"1481",1481,20140808,"WellR05-C06H2B_day10",67.994200008,52,76,5.700439718,1.056583528,"SKMEL5","PLX4720",8
"1482",1482,20140808,"WellR05-C06H2B_day11",92.5305,51,76,5.672425342,1.028569152,"SKMEL5","PLX4720",8
"1483",1483,20140808,"WellR05-C06H2B_day12",98.33389992,63,76,5.977279923,1.333423734,"SKMEL5","PLX4720",8
"1498",1498,20140808,"WellR05-C06H2B_day6",0,39,78,5.285402219,0,"SKMEL5","PLX4720",8
"1499",1499,20140808,"WellR05-C06H2B_day7",2.022799992,34,78,5.087462841,-0.197939378,"SKMEL5","PLX4720",8
"1500",1500,20140808,"WellR05-C06H2B_day8",19.0719,41,78,5.357552005,0.072149786,"SKMEL5","PLX4720",8
"1501",1501,20140808,"WellR05-C06H2B_day9",48.643000008,48,78,5.584962501,0.299560282,"SKMEL5","PLX4720",8
"1502",1502,20140808,"WellR05-C06H2B_day10",67.994200008,47,78,5.554588852,0.269186633,"SKMEL5","PLX4720",8
"1503",1503,20140808,"WellR05-C06H2B_day11",92.5305,58,78,5.857980995,0.572578776,"SKMEL5","PLX4720",8
"1504",1504,20140808,"WellR05-C06H2B_day12",98.33389992,54,78,5.754887502,0.469485283,"SKMEL5","PLX4720",8
"1519",1519,20140808,"WellR05-C07H2B_day6",0,129,79,7.011227255,0,"SKMEL5","PLX4720",8
"1520",1520,20140808,"WellR05-C07H2B_day7",2.022799992,107,79,6.741466986,-0.269760269,"SKMEL5","PLX4720",8
"1521",1521,20140808,"WellR05-C07H2B_day8",19.0719,139,79,7.118941073,0.107713817,"SKMEL5","PLX4720",8
"1522",1522,20140808,"WellR05-C07H2B_day9",48.643000008,91,79,6.50779464,-0.503432615,"SKMEL5","PLX4720",8
"1523",1523,20140808,"WellR05-C07H2B_day10",67.994200008,130,79,7.022367813,0.011140558,"SKMEL5","PLX4720",8
"1524",1524,20140808,"WellR05-C07H2B_day11",92.5305,152,79,7.247927513,0.236700258,"SKMEL5","PLX4720",8
"1525",1525,20140808,"WellR05-C07H2B_day12",98.33389992,137,79,7.098032083,0.086804828,"SKMEL5","PLX4720",8
"1540",1540,20140808,"WellR05-C07H2B_day6",0,72,81,6.169925001,0,"SKMEL5","PLX4720",8
"1541",1541,20140808,"WellR05-C07H2B_day7",2.022799992,72,81,6.169925001,0,"SKMEL5","PLX4720",8
"1542",1542,20140808,"WellR05-C07H2B_day8",19.0719,84,81,6.392317423,0.222392421,"SKMEL5","PLX4720",8
"1543",1543,20140808,"WellR05-C07H2B_day9",48.643000008,62,81,5.95419631,-0.215728691,"SKMEL5","PLX4720",8
"1544",1544,20140808,"WellR05-C07H2B_day10",67.994200008,76,81,6.247927513,0.078002512,"SKMEL5","PLX4720",8
"1545",1545,20140808,"WellR05-C07H2B_day11",92.5305,78,81,6.285402219,0.115477217,"SKMEL5","PLX4720",8
"1546",1546,20140808,"WellR05-C07H2B_day12",98.33389992,75,81,6.22881869,0.058893689,"SKMEL5","PLX4720",8
"1561",1561,20140808,"WellR05-C07H2B_day6",0,67,82,6.06608919,0,"SKMEL5","PLX4720",8
"1562",1562,20140808,"WellR05-C07H2B_day7",2.022799992,74,82,6.209453366,0.143364175,"SKMEL5","PLX4720",8
"1563",1563,20140808,"WellR05-C07H2B_day8",19.0719,91,82,6.50779464,0.44170545,"SKMEL5","PLX4720",8
"1564",1564,20140808,"WellR05-C07H2B_day9",48.643000008,76,82,6.247927513,0.181838323,"SKMEL5","PLX4720",8
"1565",1565,20140808,"WellR05-C07H2B_day10",67.994200008,90,82,6.491853096,0.425763906,"SKMEL5","PLX4720",8
"1566",1566,20140808,"WellR05-C07H2B_day11",92.5305,103,82,6.686500527,0.620411337,"SKMEL5","PLX4720",8
"1567",1567,20140808,"WellR05-C07H2B_day12",98.33389992,108,82,6.754887502,0.688798312,"SKMEL5","PLX4720",8
"1582",1582,20140808,"WellR05-C07H2B_day6",0,58,83,5.857980995,0,"SKMEL5","PLX4720",8
"1583",1583,20140808,"WellR05-C07H2B_day7",2.022799992,56,83,5.807354922,-0.050626073,"SKMEL5","PLX4720",8
"1584",1584,20140808,"WellR05-C07H2B_day8",19.0719,71,83,6.14974712,0.291766124,"SKMEL5","PLX4720",8
"1585",1585,20140808,"WellR05-C07H2B_day9",48.643000008,54,83,5.754887502,-0.103093493,"SKMEL5","PLX4720",8
"1586",1586,20140808,"WellR05-C07H2B_day10",67.994200008,56,83,5.807354922,-0.050626073,"SKMEL5","PLX4720",8
"1587",1587,20140808,"WellR05-C07H2B_day11",92.5305,60,83,5.906890596,0.0489096,"SKMEL5","PLX4720",8
"1588",1588,20140808,"WellR05-C07H2B_day12",98.33389992,63,83,5.977279923,0.119298928,"SKMEL5","PLX4720",8
"1603",1603,20140808,"WellR05-C07H2B_day6",0,251,84,7.971543554,0,"SKMEL5","PLX4720",8
"1604",1604,20140808,"WellR05-C07H2B_day7",2.022799992,267,84,8.060695932,0.089152378,"SKMEL5","PLX4720",8
"1605",1605,20140808,"WellR05-C07H2B_day8",19.0719,286,84,8.159871337,0.188327783,"SKMEL5","PLX4720",8
"1606",1606,20140808,"WellR05-C07H2B_day9",48.643000008,259,84,8.016808288,0.045264734,"SKMEL5","PLX4720",8
"1607",1607,20140808,"WellR05-C07H2B_day10",67.994200008,264,84,8.044394119,0.072850565,"SKMEL5","PLX4720",8
"1608",1608,20140808,"WellR05-C07H2B_day11",92.5305,250,84,7.965784285,-0.005759269,"SKMEL5","PLX4720",8
"1609",1609,20140808,"WellR05-C07H2B_day12",98.33389992,243,84,7.924812504,-0.04673105,"SKMEL5","PLX4720",8
"1624",1624,20140808,"WellR05-C08H2B_day6",0,270,85,8.076815597,0,"SKMEL5","PLX4720",8
"1625",1625,20140808,"WellR05-C08H2B_day7",2.022799992,279,85,8.124121312,0.047305715,"SKMEL5","PLX4720",8
"1626",1626,20140808,"WellR05-C08H2B_day8",19.0719,336,85,8.392317423,0.315501826,"SKMEL5","PLX4720",8
"1627",1627,20140808,"WellR05-C08H2B_day9",48.643000008,274,85,8.098032083,0.021216486,"SKMEL5","PLX4720",8
"1628",1628,20140808,"WellR05-C08H2B_day10",67.994200008,366,85,8.515699838,0.438884241,"SKMEL5","PLX4720",8
"1629",1629,20140808,"WellR05-C08H2B_day11",92.5305,393,85,8.618385502,0.541569905,"SKMEL5","PLX4720",8
"1630",1630,20140808,"WellR05-C08H2B_day12",98.33389992,405,85,8.661778098,0.584962501,"SKMEL5","PLX4720",8
"1645",1645,20140808,"WellR05-C08H2B_day6",0,36,86,5.169925001,0,"SKMEL5","PLX4720",8
"1646",1646,20140808,"WellR05-C08H2B_day7",2.022799992,37,86,5.209453366,0.039528364,"SKMEL5","PLX4720",8
"1647",1647,20140808,"WellR05-C08H2B_day8",19.0719,47,86,5.554588852,0.38466385,"SKMEL5","PLX4720",8
"1648",1648,20140808,"WellR05-C08H2B_day9",48.643000008,46,86,5.523561956,0.353636955,"SKMEL5","PLX4720",8
"1649",1649,20140808,"WellR05-C08H2B_day10",67.994200008,55,86,5.781359714,0.611434712,"SKMEL5","PLX4720",8
"1650",1650,20140808,"WellR05-C08H2B_day11",92.5305,67,86,6.06608919,0.896164189,"SKMEL5","PLX4720",8
"1651",1651,20140808,"WellR05-C08H2B_day12",98.33389992,72,86,6.169925001,1,"SKMEL5","PLX4720",8
"1666",1666,20140808,"WellR05-C08H2B_day6",0,206,87,7.686500527,0,"SKMEL5","PLX4720",8
"1667",1667,20140808,"WellR05-C08H2B_day7",2.022799992,197,87,7.622051819,-0.064448708,"SKMEL5","PLX4720",8
"1668",1668,20140808,"WellR05-C08H2B_day8",19.0719,208,87,7.700439718,0.013939191,"SKMEL5","PLX4720",8
"1669",1669,20140808,"WellR05-C08H2B_day9",48.643000008,197,87,7.622051819,-0.064448708,"SKMEL5","PLX4720",8
"1670",1670,20140808,"WellR05-C08H2B_day10",67.994200008,193,87,7.592457037,-0.09404349,"SKMEL5","PLX4720",8
"1671",1671,20140808,"WellR05-C08H2B_day11",92.5305,197,87,7.622051819,-0.064448708,"SKMEL5","PLX4720",8
"1672",1672,20140808,"WellR05-C08H2B_day12",98.33389992,196,87,7.614709844,-0.071790683,"SKMEL5","PLX4720",8
"1687",1687,20140808,"WellR05-C08H2B_day6",0,67,88,6.06608919,0,"SKMEL5","PLX4720",8
"1688",1688,20140808,"WellR05-C08H2B_day7",2.022799992,66,88,6.044394119,-0.021695071,"SKMEL5","PLX4720",8
"1689",1689,20140808,"WellR05-C08H2B_day8",19.0719,88,88,6.459431619,0.393342428,"SKMEL5","PLX4720",8
"1690",1690,20140808,"WellR05-C08H2B_day9",48.643000008,97,88,6.599912842,0.533823652,"SKMEL5","PLX4720",8
"1691",1691,20140808,"WellR05-C08H2B_day10",67.994200008,88,88,6.459431619,0.393342428,"SKMEL5","PLX4720",8
"1692",1692,20140808,"WellR05-C08H2B_day11",92.5305,85,88,6.409390936,0.343301746,"SKMEL5","PLX4720",8
"1693",1693,20140808,"WellR05-C08H2B_day12",98.33389992,49,88,5.614709844,-0.451379346,"SKMEL5","PLX4720",8
"1708",1708,20140808,"WellR05-C09H2B_day6",0,199,90,7.636624621,0,"SKMEL5","PLX4720",8
"1709",1709,20140808,"WellR05-C09H2B_day7",2.022799992,206,90,7.686500527,0.049875907,"SKMEL5","PLX4720",8
"1710",1710,20140808,"WellR05-C09H2B_day8",19.0719,267,90,8.060695932,0.424071311,"SKMEL5","PLX4720",8
"1711",1711,20140808,"WellR05-C09H2B_day9",48.643000008,253,90,7.982993575,0.346368954,"SKMEL5","PLX4720",8
"1712",1712,20140808,"WellR05-C09H2B_day10",67.994200008,376,90,8.554588852,0.917964231,"SKMEL5","PLX4720",8
"1713",1713,20140808,"WellR05-C09H2B_day11",92.5305,462,90,8.851749041,1.215124421,"SKMEL5","PLX4720",8
"1714",1714,20140808,"WellR05-C09H2B_day12",98.33389992,470,90,8.876516947,1.239892326,"SKMEL5","PLX4720",8
"1729",1729,20140808,"WellR05-C09H2B_day6",0,360,91,8.491853096,0,"SKMEL5","PLX4720",8
"1730",1730,20140808,"WellR05-C09H2B_day7",2.022799992,383,91,8.581200582,0.089347486,"SKMEL5","PLX4720",8
"1731",1731,20140808,"WellR05-C09H2B_day8",19.0719,511,91,8.997179481,0.505326385,"SKMEL5","PLX4720",8
"1732",1732,20140808,"WellR05-C09H2B_day9",48.643000008,570,91,9.154818109,0.662965013,"SKMEL5","PLX4720",8
"1733",1733,20140808,"WellR05-C09H2B_day10",67.994200008,597,91,9.221587121,0.729734025,"SKMEL5","PLX4720",8
"1734",1734,20140808,"WellR05-C09H2B_day11",92.5305,647,91,9.337621902,0.845768806,"SKMEL5","PLX4720",8
"1735",1735,20140808,"WellR05-C09H2B_day12",98.33389992,655,91,9.355351096,0.863498,"SKMEL5","PLX4720",8
"1750",1750,20140808,"WellR05-C09H2B_day6",0,48,92,5.584962501,0,"SKMEL5","PLX4720",8
"1751",1751,20140808,"WellR05-C09H2B_day7",2.022799992,43,92,5.426264755,-0.158697746,"SKMEL5","PLX4720",8
"1752",1752,20140808,"WellR05-C09H2B_day8",19.0719,58,92,5.857980995,0.273018494,"SKMEL5","PLX4720",8
"1753",1753,20140808,"WellR05-C09H2B_day9",48.643000008,55,92,5.781359714,0.196397213,"SKMEL5","PLX4720",8
"1754",1754,20140808,"WellR05-C09H2B_day10",67.994200008,50,92,5.64385619,0.058893689,"SKMEL5","PLX4720",8
"1755",1755,20140808,"WellR05-C09H2B_day11",92.5305,48,92,5.584962501,0,"SKMEL5","PLX4720",8
"1756",1756,20140808,"WellR05-C09H2B_day12",98.33389992,41,92,5.357552005,-0.227410496,"SKMEL5","PLX4720",8
"1771",1771,20140808,"WellR05-C09H2B_day6",0,65,94,6.022367813,0,"SKMEL5","PLX4720",8
"1772",1772,20140808,"WellR05-C09H2B_day7",2.022799992,66,94,6.044394119,0.022026306,"SKMEL5","PLX4720",8
"1773",1773,20140808,"WellR05-C09H2B_day8",19.0719,89,94,6.475733431,0.453365618,"SKMEL5","PLX4720",8
"1774",1774,20140808,"WellR05-C09H2B_day9",48.643000008,68,94,6.087462841,0.065095028,"SKMEL5","PLX4720",8
"1775",1775,20140808,"WellR05-C09H2B_day10",67.994200008,77,94,6.266786541,0.244418728,"SKMEL5","PLX4720",8
"1776",1776,20140808,"WellR05-C09H2B_day11",92.5305,76,94,6.247927513,0.2255597,"SKMEL5","PLX4720",8
"1777",1777,20140808,"WellR05-C09H2B_day12",98.33389992,71,94,6.14974712,0.127379306,"SKMEL5","PLX4720",8
"1792",1792,20140808,"WellR05-C09H2B_day6",0,214,95,7.741466986,0,"SKMEL5","PLX4720",8
"1793",1793,20140808,"WellR05-C09H2B_day7",2.022799992,227,95,7.826548487,0.085081501,"SKMEL5","PLX4720",8
"1794",1794,20140808,"WellR05-C09H2B_day8",19.0719,305,95,8.252665432,0.511198446,"SKMEL5","PLX4720",8
"1795",1795,20140808,"WellR05-C09H2B_day9",48.643000008,332,95,8.375039431,0.633572445,"SKMEL5","PLX4720",8
"1796",1796,20140808,"WellR05-C09H2B_day10",67.994200008,355,95,8.471675214,0.730208228,"SKMEL5","PLX4720",8
"1797",1797,20140808,"WellR05-C09H2B_day11",92.5305,362,95,8.499845887,0.758378901,"SKMEL5","PLX4720",8
"1798",1798,20140808,"WellR05-C09H2B_day12",98.33389992,398,95,8.636624621,0.895157634,"SKMEL5","PLX4720",8
"1813",1813,20140808,"WellR05-C09H2B_day6",0,152,96,7.247927513,0,"SKMEL5","PLX4720",8
"1814",1814,20140808,"WellR05-C09H2B_day7",2.022799992,153,96,7.257387843,0.009460329,"SKMEL5","PLX4720",8
"1815",1815,20140808,"WellR05-C09H2B_day8",19.0719,194,96,7.599912842,0.351985329,"SKMEL5","PLX4720",8
"1816",1816,20140808,"WellR05-C09H2B_day9",48.643000008,140,96,7.129283017,-0.118644496,"SKMEL5","PLX4720",8
"1817",1817,20140808,"WellR05-C09H2B_day10",67.994200008,184,96,7.523561956,0.275634443,"SKMEL5","PLX4720",8
"1818",1818,20140808,"WellR05-C09H2B_day11",92.5305,189,96,7.562242424,0.314314911,"SKMEL5","PLX4720",8
"1819",1819,20140808,"WellR05-C09H2B_day12",98.33389992,172,96,7.426264755,0.178337241,"SKMEL5","PLX4720",8
"1834",1834,20140808,"WellR05-C10H2B_day6",0,97,97,6.599912842,0,"SKMEL5","PLX4720",8
"1835",1835,20140808,"WellR05-C10H2B_day7",2.022799992,106,97,6.727920455,0.128007612,"SKMEL5","PLX4720",8
"1836",1836,20140808,"WellR05-C10H2B_day8",19.0719,118,97,6.882643049,0.282730207,"SKMEL5","PLX4720",8
"1837",1837,20140808,"WellR05-C10H2B_day9",48.643000008,79,97,6.303780748,-0.296132094,"SKMEL5","PLX4720",8
"1838",1838,20140808,"WellR05-C10H2B_day10",67.994200008,95,97,6.569855608,-0.030057234,"SKMEL5","PLX4720",8
"1839",1839,20140808,"WellR05-C10H2B_day11",92.5305,103,97,6.686500527,0.086587685,"SKMEL5","PLX4720",8
"1840",1840,20140808,"WellR05-C10H2B_day12",98.33389992,102,97,6.672425342,0.0725125,"SKMEL5","PLX4720",8
"1855",1855,20140808,"WellR05-C10H2B_day6",0,78,98,6.285402219,0,"SKMEL5","PLX4720",8
"1856",1856,20140808,"WellR05-C10H2B_day7",2.022799992,87,98,6.442943496,0.157541277,"SKMEL5","PLX4720",8
"1857",1857,20140808,"WellR05-C10H2B_day8",19.0719,99,98,6.62935662,0.343954401,"SKMEL5","PLX4720",8
"1858",1858,20140808,"WellR05-C10H2B_day9",48.643000008,125,98,6.965784285,0.680382066,"SKMEL5","PLX4720",8
"1859",1859,20140808,"WellR05-C10H2B_day10",67.994200008,158,98,7.303780748,1.018378529,"SKMEL5","PLX4720",8
"1860",1860,20140808,"WellR05-C10H2B_day11",92.5305,222,98,7.794415866,1.509013647,"SKMEL5","PLX4720",8
"1861",1861,20140808,"WellR05-C10H2B_day12",98.33389992,239,98,7.900866808,1.615464589,"SKMEL5","PLX4720",8
"1876",1876,20140808,"WellR05-C10H2B_day6",0,110,99,6.781359714,0,"SKMEL5","PLX4720",8
"1877",1877,20140808,"WellR05-C10H2B_day7",2.022799992,125,99,6.965784285,0.184424571,"SKMEL5","PLX4720",8
"1878",1878,20140808,"WellR05-C10H2B_day8",19.0719,131,99,7.033423002,0.252063288,"SKMEL5","PLX4720",8
"1879",1879,20140808,"WellR05-C10H2B_day9",48.643000008,151,99,7.238404739,0.457045026,"SKMEL5","PLX4720",8
"1880",1880,20140808,"WellR05-C10H2B_day10",67.994200008,144,99,7.169925001,0.388565288,"SKMEL5","PLX4720",8
"1881",1881,20140808,"WellR05-C10H2B_day11",92.5305,156,99,7.285402219,0.504042505,"SKMEL5","PLX4720",8
"1882",1882,20140808,"WellR05-C10H2B_day12",98.33389992,152,99,7.247927513,0.4665678,"SKMEL5","PLX4720",8
"1897",1897,20140808,"WellR05-C10H2B_day6",0,239,100,7.900866808,0,"SKMEL5","PLX4720",8
"1898",1898,20140808,"WellR05-C10H2B_day7",2.022799992,247,100,7.948367232,0.047500424,"SKMEL5","PLX4720",8
"1899",1899,20140808,"WellR05-C10H2B_day8",19.0719,347,100,8.438791853,0.537925045,"SKMEL5","PLX4720",8
"1900",1900,20140808,"WellR05-C10H2B_day9",48.643000008,289,100,8.174925683,0.274058875,"SKMEL5","PLX4720",8
"1901",1901,20140808,"WellR05-C10H2B_day10",67.994200008,380,100,8.569855608,0.6689888,"SKMEL5","PLX4720",8
"1902",1902,20140808,"WellR05-C10H2B_day11",92.5305,428,100,8.741466986,0.840600178,"SKMEL5","PLX4720",8
"1903",1903,20140808,"WellR05-C10H2B_day12",98.33389992,413,100,8.689997971,0.789131163,"SKMEL5","PLX4720",8
"1918",1918,20140808,"WellR05-C10H2B_day6",0,82,101,6.357552005,0,"SKMEL5","PLX4720",8
"1919",1919,20140808,"WellR05-C10H2B_day7",2.022799992,81,101,6.339850003,-0.017702002,"SKMEL5","PLX4720",8
"1920",1920,20140808,"WellR05-C10H2B_day8",19.0719,97,101,6.599912842,0.242360838,"SKMEL5","PLX4720",8
"1921",1921,20140808,"WellR05-C10H2B_day9",48.643000008,95,101,6.569855608,0.212303604,"SKMEL5","PLX4720",8
"1922",1922,20140808,"WellR05-C10H2B_day10",67.994200008,127,101,6.988684687,0.631132682,"SKMEL5","PLX4720",8
"1923",1923,20140808,"WellR05-C10H2B_day11",92.5305,158,101,7.303780748,0.946228744,"SKMEL5","PLX4720",8
"1924",1924,20140808,"WellR05-C10H2B_day12",98.33389992,160,101,7.321928095,0.96437609,"SKMEL5","PLX4720",8
"1939",1939,20140808,"WellR05-C11H2B_day6",0,69,103,6.108524457,0,"SKMEL5","PLX4720",8
"1940",1940,20140808,"WellR05-C11H2B_day7",2.022799992,75,103,6.22881869,0.120294234,"SKMEL5","PLX4720",8
"1941",1941,20140808,"WellR05-C11H2B_day8",19.0719,68,103,6.087462841,-0.021061616,"SKMEL5","PLX4720",8
"1942",1942,20140808,"WellR05-C11H2B_day9",48.643000008,59,103,5.882643049,-0.225881407,"SKMEL5","PLX4720",8
"1943",1943,20140808,"WellR05-C11H2B_day10",67.994200008,44,103,5.459431619,-0.649092838,"SKMEL5","PLX4720",8
"1944",1944,20140808,"WellR05-C11H2B_day11",92.5305,53,103,5.727920455,-0.380604002,"SKMEL5","PLX4720",8
"1945",1945,20140808,"WellR05-C11H2B_day12",98.33389992,50,103,5.64385619,-0.464668267,"SKMEL5","PLX4720",8
"1960",1960,20140808,"WellR05-C11H2B_day6",0,71,105,6.14974712,0,"SKMEL5","PLX4720",8
"1961",1961,20140808,"WellR05-C11H2B_day7",2.022799992,57,105,5.832890014,-0.316857105,"SKMEL5","PLX4720",8
"1962",1962,20140808,"WellR05-C11H2B_day8",19.0719,68,105,6.087462841,-0.062284278,"SKMEL5","PLX4720",8
"1963",1963,20140808,"WellR05-C11H2B_day9",48.643000008,60,105,5.906890596,-0.242856524,"SKMEL5","PLX4720",8
"1964",1964,20140808,"WellR05-C11H2B_day10",67.994200008,65,105,6.022367813,-0.127379306,"SKMEL5","PLX4720",8
"1965",1965,20140808,"WellR05-C11H2B_day11",92.5305,74,105,6.209453366,0.059706246,"SKMEL5","PLX4720",8
"1966",1966,20140808,"WellR05-C11H2B_day12",98.33389992,46,105,5.523561956,-0.626185163,"SKMEL5","PLX4720",8
"1981",1981,20140808,"WellR05-C11H2B_day6",0,266,106,8.055282436,0,"SKMEL5","PLX4720",8
"1982",1982,20140808,"WellR05-C11H2B_day7",2.022799992,237,106,7.888743249,-0.166539187,"SKMEL5","PLX4720",8
"1983",1983,20140808,"WellR05-C11H2B_day8",19.0719,243,106,7.924812504,-0.130469932,"SKMEL5","PLX4720",8
"1984",1984,20140808,"WellR05-C11H2B_day9",48.643000008,240,106,7.906890596,-0.14839184,"SKMEL5","PLX4720",8
"1985",1985,20140808,"WellR05-C11H2B_day10",67.994200008,246,106,7.942514505,-0.11276793,"SKMEL5","PLX4720",8
"1986",1986,20140808,"WellR05-C11H2B_day11",92.5305,264,106,8.044394119,-0.010888316,"SKMEL5","PLX4720",8
"1987",1987,20140808,"WellR05-C11H2B_day12",98.33389992,234,106,7.87036472,-0.184917716,"SKMEL5","PLX4720",8
"2004",2004,20140117,"WellR04-C02H2B_day8",0,70,107,6.129283017,0,"SKMEL5","PLX4720",8
"2005",2005,20140117,"WellR04-C02H2B_day9",5.6297,71,107,6.14974712,0.020464103,"SKMEL5","PLX4720",8
"2006",2006,20140117,"WellR04-C02H2B_day10",25.8436,101,107,6.658211483,0.528928466,"SKMEL5","PLX4720",8
"2007",2007,20140117,"WellR04-C02H2B_day11",29.2019,86,107,6.426264755,0.296981738,"SKMEL5","PLX4720",8
"2008",2008,20140117,"WellR04-C02H2B_day12",49.7989,118,107,6.882643049,0.753360032,"SKMEL5","PLX4720",8
"2009",2009,20140117,"WellR04-C02H2B_day13",58.5055,121,107,6.918863237,0.78958022,"SKMEL5","PLX4720",8
"2010",2010,20140117,"WellR04-C02H2B_day14",71.1322,135,107,7.076815597,0.94753258,"SKMEL5","PLX4720",8
"2011",2011,20140117,"WellR04-C02H2B_day15",96.4291,143,107,7.159871337,1.03058832,"SKMEL5","PLX4720",8
"2022",2022,20140117,"WellR04-C02H2B_day8",0,62,108,5.95419631,0,"SKMEL5","PLX4720",8
"2023",2023,20140117,"WellR04-C02H2B_day9",5.6297,56,108,5.807354922,-0.146841388,"SKMEL5","PLX4720",8
"2024",2024,20140117,"WellR04-C02H2B_day10",25.8436,59,108,5.882643049,-0.071553261,"SKMEL5","PLX4720",8
"2025",2025,20140117,"WellR04-C02H2B_day11",29.2019,57,108,5.832890014,-0.121306296,"SKMEL5","PLX4720",8
