"","X","Date","Slice","Time","Count","cID","l2","nl2","CellLine","drug","conc"
"3048",3048,20140117,"WellR05-C07H2B_day10",25.8436,39,167,5.285402219,0.075948853,"SKMEL5","PLX4720",8
"3049",3049,20140117,"WellR05-C07H2B_day11",29.2019,44,167,5.459431619,0.249978253,"SKMEL5","PLX4720",8
"3050",3050,20140117,"WellR05-C07H2B_day12",49.7989,52,167,5.700439718,0.490986353,"SKMEL5","PLX4720",8
"3051",3051,20140117,"WellR05-C07H2B_day13",58.5055,56,167,5.807354922,0.597901556,"SKMEL5","PLX4720",8
"3052",3052,20140117,"WellR05-C07H2B_day14",71.1322,60,167,5.906890596,0.69743723,"SKMEL5","PLX4720",8
"3053",3053,20140117,"WellR05-C07H2B_day15",96.4291,65,167,6.022367813,0.812914447,"SKMEL5","PLX4720",8
"3064",3064,20140117,"WellR05-C08H2B_day8",0,27,168,4.754887502,0,"SKMEL5","PLX4720",8
"3065",3065,20140117,"WellR05-C08H2B_day9",5.6297,26,168,4.700439718,-0.054447784,"SKMEL5","PLX4720",8
"3066",3066,20140117,"WellR05-C08H2B_day10",25.8436,31,168,4.95419631,0.199308808,"SKMEL5","PLX4720",8
"3067",3067,20140117,"WellR05-C08H2B_day11",29.2019,33,168,5.044394119,0.289506617,"SKMEL5","PLX4720",8
"3068",3068,20140117,"WellR05-C08H2B_day12",49.7989,35,168,5.129283017,0.374395515,"SKMEL5","PLX4720",8
"3069",3069,20140117,"WellR05-C08H2B_day13",58.5055,36,168,5.169925001,0.415037499,"SKMEL5","PLX4720",8
"3070",3070,20140117,"WellR05-C08H2B_day14",71.1322,41,168,5.357552005,0.602664502,"SKMEL5","PLX4720",8
"3071",3071,20140117,"WellR05-C08H2B_day15",96.4291,54,168,5.754887502,1,"SKMEL5","PLX4720",8
"3082",3082,20140117,"WellR05-C08H2B_day8",0,19,169,4.247927513,0,"SKMEL5","PLX4720",8
"3083",3083,20140117,"WellR05-C08H2B_day9",5.6297,19,169,4.247927513,0,"SKMEL5","PLX4720",8
"3084",3084,20140117,"WellR05-C08H2B_day10",25.8436,5,169,2.321928095,-1.925999419,"SKMEL5","PLX4720",8
"3093",3093,20140117,"WellR05-C08H2B_day8",0,123,170,6.942514505,0,"SKMEL5","PLX4720",8
"3094",3094,20140117,"WellR05-C08H2B_day9",5.6297,118,170,6.882643049,-0.059871456,"SKMEL5","PLX4720",8
"3095",3095,20140117,"WellR05-C08H2B_day10",25.8436,139,170,7.118941073,0.176426567,"SKMEL5","PLX4720",8
"3096",3096,20140117,"WellR05-C08H2B_day11",29.2019,134,170,7.06608919,0.123574685,"SKMEL5","PLX4720",8
"3097",3097,20140117,"WellR05-C08H2B_day12",49.7989,121,170,6.918863237,-0.023651268,"SKMEL5","PLX4720",8
"3098",3098,20140117,"WellR05-C08H2B_day13",58.5055,108,170,6.754887502,-0.187627003,"SKMEL5","PLX4720",8
"3099",3099,20140117,"WellR05-C08H2B_day14",71.1322,107,170,6.741466986,-0.201047519,"SKMEL5","PLX4720",8
"3100",3100,20140117,"WellR05-C08H2B_day15",96.4291,84,170,6.392317423,-0.550197083,"SKMEL5","PLX4720",8
"3111",3111,20140117,"WellR05-C08H2B_day8",0,90,171,6.491853096,0,"SKMEL5","PLX4720",8
"3112",3112,20140117,"WellR05-C08H2B_day9",5.6297,76,171,6.247927513,-0.243925583,"SKMEL5","PLX4720",8
"3113",3113,20140117,"WellR05-C08H2B_day10",25.8436,93,171,6.539158811,0.047305715,"SKMEL5","PLX4720",8
"3114",3114,20140117,"WellR05-C08H2B_day11",29.2019,52,171,5.700439718,-0.791413378,"SKMEL5","PLX4720",8
"3115",3115,20140117,"WellR05-C08H2B_day12",49.7989,52,171,5.700439718,-0.791413378,"SKMEL5","PLX4720",8
"3116",3116,20140117,"WellR05-C08H2B_day13",58.5055,57,171,5.832890014,-0.658963082,"SKMEL5","PLX4720",8
"3117",3117,20140117,"WellR05-C08H2B_day14",71.1322,48,171,5.584962501,-0.906890596,"SKMEL5","PLX4720",8
"3118",3118,20140117,"WellR05-C08H2B_day15",96.4291,54,171,5.754887502,-0.736965594,"SKMEL5","PLX4720",8
"3129",3129,20140117,"WellR05-C08H2B_day8",0,142,172,7.14974712,0,"SKMEL5","PLX4720",8
"3130",3130,20140117,"WellR05-C08H2B_day9",5.6297,141,172,7.139551352,-0.010195767,"SKMEL5","PLX4720",8
"3131",3131,20140117,"WellR05-C08H2B_day10",25.8436,151,172,7.238404739,0.08865762,"SKMEL5","PLX4720",8
"3132",3132,20140117,"WellR05-C08H2B_day11",29.2019,161,172,7.330916878,0.181169759,"SKMEL5","PLX4720",8
"3133",3133,20140117,"WellR05-C08H2B_day12",49.7989,165,172,7.366322214,0.216575095,"SKMEL5","PLX4720",8
"3134",3134,20140117,"WellR05-C08H2B_day13",58.5055,172,172,7.426264755,0.276517635,"SKMEL5","PLX4720",8
"3135",3135,20140117,"WellR05-C08H2B_day14",71.1322,178,172,7.475733431,0.325986311,"SKMEL5","PLX4720",8
"3136",3136,20140117,"WellR05-C08H2B_day15",96.4291,200,172,7.64385619,0.49410907,"SKMEL5","PLX4720",8
"3147",3147,20140117,"WellR05-C08H2B_day8",0,51,173,5.672425342,0,"SKMEL5","PLX4720",8
"3148",3148,20140117,"WellR05-C08H2B_day9",5.6297,48,173,5.584962501,-0.087462841,"SKMEL5","PLX4720",8
"3149",3149,20140117,"WellR05-C08H2B_day10",25.8436,75,173,6.22881869,0.556393349,"SKMEL5","PLX4720",8
"3150",3150,20140117,"WellR05-C08H2B_day11",29.2019,64,173,6,0.327574658,"SKMEL5","PLX4720",8
"3151",3151,20140117,"WellR05-C08H2B_day12",49.7989,86,173,6.426264755,0.753839413,"SKMEL5","PLX4720",8
"3152",3152,20140117,"WellR05-C08H2B_day13",58.5055,102,173,6.672425342,1,"SKMEL5","PLX4720",8
"3153",3153,20140117,"WellR05-C08H2B_day14",71.1322,91,173,6.50779464,0.835369298,"SKMEL5","PLX4720",8
"3154",3154,20140117,"WellR05-C08H2B_day15",96.4291,120,173,6.906890596,1.234465254,"SKMEL5","PLX4720",8
"3165",3165,20140117,"WellR05-C09H2B_day8",0,188,174,7.554588852,0,"SKMEL5","PLX4720",8
"3166",3166,20140117,"WellR05-C09H2B_day9",5.6297,200,174,7.64385619,0.089267338,"SKMEL5","PLX4720",8
"3167",3167,20140117,"WellR05-C09H2B_day10",25.8436,257,174,8.005624549,0.451035698,"SKMEL5","PLX4720",8
"3168",3168,20140117,"WellR05-C09H2B_day11",29.2019,259,174,8.016808288,0.462219436,"SKMEL5","PLX4720",8
"3169",3169,20140117,"WellR05-C09H2B_day12",49.7989,291,174,8.184875343,0.630286491,"SKMEL5","PLX4720",8
"3170",3170,20140117,"WellR05-C09H2B_day13",58.5055,323,174,8.335390355,0.780801503,"SKMEL5","PLX4720",8
"3171",3171,20140117,"WellR05-C09H2B_day14",71.1322,331,174,8.370687407,0.816098555,"SKMEL5","PLX4720",8
"3172",3172,20140117,"WellR05-C09H2B_day15",96.4291,360,174,8.491853096,0.937264245,"SKMEL5","PLX4720",8
"3183",3183,20140117,"WellR05-C09H2B_day8",0,39,175,5.285402219,0,"SKMEL5","PLX4720",8
"3184",3184,20140117,"WellR05-C09H2B_day9",5.6297,44,175,5.459431619,0.1740294,"SKMEL5","PLX4720",8
"3185",3185,20140117,"WellR05-C09H2B_day10",25.8436,44,175,5.459431619,0.1740294,"SKMEL5","PLX4720",8
"3186",3186,20140117,"WellR05-C09H2B_day11",29.2019,45,175,5.491853096,0.206450877,"SKMEL5","PLX4720",8
"3187",3187,20140117,"WellR05-C09H2B_day12",49.7989,57,175,5.832890014,0.547487795,"SKMEL5","PLX4720",8
"3188",3188,20140117,"WellR05-C09H2B_day13",58.5055,58,175,5.857980995,0.572578776,"SKMEL5","PLX4720",8
"3189",3189,20140117,"WellR05-C09H2B_day14",71.1322,66,175,6.044394119,0.7589919,"SKMEL5","PLX4720",8
"3190",3190,20140117,"WellR05-C09H2B_day15",96.4291,95,175,6.569855608,1.284453389,"SKMEL5","PLX4720",8
"3201",3201,20140117,"WellR05-C10H2B_day8",0,177,176,7.46760555,0,"SKMEL5","PLX4720",8
"3202",3202,20140117,"WellR05-C10H2B_day9",5.6297,174,176,7.442943496,-0.024662054,"SKMEL5","PLX4720",8
"3203",3203,20140117,"WellR05-C10H2B_day10",25.8436,200,176,7.64385619,0.17625064,"SKMEL5","PLX4720",8
"3204",3204,20140117,"WellR05-C10H2B_day11",29.2019,167,176,7.383704292,-0.083901258,"SKMEL5","PLX4720",8
"3205",3205,20140117,"WellR05-C10H2B_day12",49.7989,161,176,7.330916878,-0.136688672,"SKMEL5","PLX4720",8
"3206",3206,20140117,"WellR05-C10H2B_day13",58.5055,140,176,7.129283017,-0.338322533,"SKMEL5","PLX4720",8
"3207",3207,20140117,"WellR05-C10H2B_day14",71.1322,155,176,7.276124405,-0.191481145,"SKMEL5","PLX4720",8
"3208",3208,20140117,"WellR05-C10H2B_day15",96.4291,176,176,7.459431619,-0.008173931,"SKMEL5","PLX4720",8
"3219",3219,20140117,"WellR05-C10H2B_day8",0,48,177,5.584962501,0,"SKMEL5","PLX4720",8
"3220",3220,20140117,"WellR05-C10H2B_day9",5.6297,44,177,5.459431619,-0.125530882,"SKMEL5","PLX4720",8
"3221",3221,20140117,"WellR05-C10H2B_day10",25.8436,48,177,5.584962501,0,"SKMEL5","PLX4720",8
"3222",3222,20140117,"WellR05-C10H2B_day11",29.2019,42,177,5.392317423,-0.192645078,"SKMEL5","PLX4720",8
"3223",3223,20140117,"WellR05-C10H2B_day12",49.7989,40,177,5.321928095,-0.263034406,"SKMEL5","PLX4720",8
"3224",3224,20140117,"WellR05-C10H2B_day13",58.5055,32,177,5,-0.584962501,"SKMEL5","PLX4720",8
"3225",3225,20140117,"WellR05-C10H2B_day14",71.1322,28,177,4.807354922,-0.777607579,"SKMEL5","PLX4720",8
"3226",3226,20140117,"WellR05-C10H2B_day15",96.4291,19,177,4.247927513,-1.337034987,"SKMEL5","PLX4720",8
"3237",3237,20140117,"WellR05-C10H2B_day8",0,211,178,7.721099189,0,"SKMEL5","PLX4720",8
"3238",3238,20140117,"WellR05-C10H2B_day9",5.6297,230,178,7.845490051,0.124390862,"SKMEL5","PLX4720",8
"3239",3239,20140117,"WellR05-C10H2B_day10",25.8436,216,178,7.754887502,0.033788313,"SKMEL5","PLX4720",8
"3240",3240,20140117,"WellR05-C10H2B_day11",29.2019,226,178,7.820178962,0.099079774,"SKMEL5","PLX4720",8
"3241",3241,20140117,"WellR05-C10H2B_day12",49.7989,263,178,8.038918989,0.317819801,"SKMEL5","PLX4720",8
"3242",3242,20140117,"WellR05-C10H2B_day13",58.5055,230,178,7.845490051,0.124390862,"SKMEL5","PLX4720",8
"3243",3243,20140117,"WellR05-C10H2B_day14",71.1322,228,178,7.832890014,0.111790825,"SKMEL5","PLX4720",8
"3244",3244,20140117,"WellR05-C10H2B_day15",96.4291,214,178,7.741466986,0.020367798,"SKMEL5","PLX4720",8
"3255",3255,20140117,"WellR05-C10H2B_day8",0,71,179,6.14974712,0,"SKMEL5","PLX4720",8
"3256",3256,20140117,"WellR05-C10H2B_day9",5.6297,63,179,5.977279923,-0.172467196,"SKMEL5","PLX4720",8
"3257",3257,20140117,"WellR05-C10H2B_day10",25.8436,65,179,6.022367813,-0.127379306,"SKMEL5","PLX4720",8
"3258",3258,20140117,"WellR05-C10H2B_day11",29.2019,53,179,5.727920455,-0.421826665,"SKMEL5","PLX4720",8
"3259",3259,20140117,"WellR05-C10H2B_day12",49.7989,59,179,5.882643049,-0.26710407,"SKMEL5","PLX4720",8
"3260",3260,20140117,"WellR05-C10H2B_day13",58.5055,63,179,5.977279923,-0.172467196,"SKMEL5","PLX4720",8
"3261",3261,20140117,"WellR05-C10H2B_day14",71.1322,53,179,5.727920455,-0.421826665,"SKMEL5","PLX4720",8
"3262",3262,20140117,"WellR05-C10H2B_day15",96.4291,67,179,6.06608919,-0.083657929,"SKMEL5","PLX4720",8
"3273",3273,20140117,"WellR05-C10H2B_day8",0,108,180,6.754887502,0,"SKMEL5","PLX4720",8
"3274",3274,20140117,"WellR05-C10H2B_day9",5.6297,99,180,6.62935662,-0.125530882,"SKMEL5","PLX4720",8
"3275",3275,20140117,"WellR05-C10H2B_day10",25.8436,93,180,6.539158811,-0.215728691,"SKMEL5","PLX4720",8
"3276",3276,20140117,"WellR05-C10H2B_day11",29.2019,88,180,6.459431619,-0.295455884,"SKMEL5","PLX4720",8
"3277",3277,20140117,"WellR05-C10H2B_day12",49.7989,107,180,6.741466986,-0.013420516,"SKMEL5","PLX4720",8
"3278",3278,20140117,"WellR05-C10H2B_day13",58.5055,95,180,6.569855608,-0.185031894,"SKMEL5","PLX4720",8
"3279",3279,20140117,"WellR05-C10H2B_day14",71.1322,100,180,6.64385619,-0.111031312,"SKMEL5","PLX4720",8
"3280",3280,20140117,"WellR05-C10H2B_day15",96.4291,93,180,6.539158811,-0.215728691,"SKMEL5","PLX4720",8
"3291",3291,20140117,"WellR05-C10H2B_day8",0,40,181,5.321928095,0,"SKMEL5","PLX4720",8
"3292",3292,20140117,"WellR05-C10H2B_day9",5.6297,45,181,5.491853096,0.169925001,"SKMEL5","PLX4720",8
"3293",3293,20140117,"WellR05-C10H2B_day10",25.8436,38,181,5.247927513,-0.074000581,"SKMEL5","PLX4720",8
"3294",3294,20140117,"WellR05-C10H2B_day11",29.2019,31,181,4.95419631,-0.367731785,"SKMEL5","PLX4720",8
"3295",3295,20140117,"WellR05-C10H2B_day12",49.7989,29,181,4.857980995,-0.4639471,"SKMEL5","PLX4720",8
"3296",3296,20140117,"WellR05-C10H2B_day13",58.5055,23,181,4.523561956,-0.798366139,"SKMEL5","PLX4720",8
"3297",3297,20140117,"WellR05-C10H2B_day14",71.1322,20,181,4.321928095,-1,"SKMEL5","PLX4720",8
"3298",3298,20140117,"WellR05-C10H2B_day15",96.4291,16,181,4,-1.321928095,"SKMEL5","PLX4720",8
"3309",3309,20140117,"WellR05-C11H2B_day8",0,68,182,6.087462841,0,"SKMEL5","PLX4720",8
"3310",3310,20140117,"WellR05-C11H2B_day9",5.6297,80,182,6.321928095,0.234465254,"SKMEL5","PLX4720",8
"3311",3311,20140117,"WellR05-C11H2B_day10",25.8436,109,182,6.768184325,0.680721484,"SKMEL5","PLX4720",8
"3312",3312,20140117,"WellR05-C11H2B_day11",29.2019,53,182,5.727920455,-0.359542387,"SKMEL5","PLX4720",8
"3313",3313,20140117,"WellR05-C11H2B_day12",49.7989,57,182,5.832890014,-0.254572827,"SKMEL5","PLX4720",8
"3314",3314,20140117,"WellR05-C11H2B_day13",58.5055,62,182,5.95419631,-0.133266531,"SKMEL5","PLX4720",8
"3315",3315,20140117,"WellR05-C11H2B_day14",71.1322,58,182,5.857980995,-0.229481846,"SKMEL5","PLX4720",8
"3316",3316,20140117,"WellR05-C11H2B_day15",96.4291,45,182,5.491853096,-0.595609745,"SKMEL5","PLX4720",8
"3327",3327,20140117,"WellR05-C11H2B_day8",0,30,183,4.906890596,0,"SKMEL5","PLX4720",8
"3328",3328,20140117,"WellR05-C11H2B_day9",5.6297,28,183,4.807354922,-0.099535674,"SKMEL5","PLX4720",8
"3329",3329,20140117,"WellR05-C11H2B_day10",25.8436,27,183,4.754887502,-0.152003093,"SKMEL5","PLX4720",8
"3330",3330,20140117,"WellR05-C11H2B_day11",29.2019,15,183,3.906890596,-1,"SKMEL5","PLX4720",8
"3331",3331,20140117,"WellR05-C11H2B_day12",49.7989,12,183,3.584962501,-1.321928095,"SKMEL5","PLX4720",8
"3332",3332,20140117,"WellR05-C11H2B_day13",58.5055,14,183,3.807354922,-1.099535674,"SKMEL5","PLX4720",8
"3333",3333,20140117,"WellR05-C11H2B_day14",71.1322,14,183,3.807354922,-1.099535674,"SKMEL5","PLX4720",8
"3334",3334,20140117,"WellR05-C11H2B_day15",96.4291,11,183,3.459431619,-1.447458977,"SKMEL5","PLX4720",8
"3345",3345,20140117,"WellR05-C11H2B_day8",0,45,184,5.491853096,0,"SKMEL5","PLX4720",8
"3346",3346,20140117,"WellR05-C11H2B_day9",5.6297,49,184,5.614709844,0.122856748,"SKMEL5","PLX4720",8
"3347",3347,20140117,"WellR05-C11H2B_day10",25.8436,50,184,5.64385619,0.152003093,"SKMEL5","PLX4720",8
"3348",3348,20140117,"WellR05-C11H2B_day11",29.2019,53,184,5.727920455,0.236067358,"SKMEL5","PLX4720",8
"3349",3349,20140117,"WellR05-C11H2B_day12",49.7989,63,184,5.977279923,0.485426827,"SKMEL5","PLX4720",8
"3350",3350,20140117,"WellR05-C11H2B_day13",58.5055,66,184,6.044394119,0.552541023,"SKMEL5","PLX4720",8
"3351",3351,20140117,"WellR05-C11H2B_day14",71.1322,66,184,6.044394119,0.552541023,"SKMEL5","PLX4720",8
"3352",3352,20140117,"WellR05-C11H2B_day15",96.4291,65,184,6.022367813,0.530514717,"SKMEL5","PLX4720",8
"3363",3363,20140117,"WellR06-C03H2B_day8",0,80,185,6.321928095,0,"SKMEL5","PLX4720",8
"3364",3364,20140117,"WellR06-C03H2B_day9",5.6297,82,185,6.357552005,0.03562391,"SKMEL5","PLX4720",8
"3365",3365,20140117,"WellR06-C03H2B_day10",25.8436,80,185,6.321928095,0,"SKMEL5","PLX4720",8
"3366",3366,20140117,"WellR06-C03H2B_day11",29.2019,74,185,6.209453366,-0.112474729,"SKMEL5","PLX4720",8
"3367",3367,20140117,"WellR06-C03H2B_day12",49.7989,77,185,6.266786541,-0.055141554,"SKMEL5","PLX4720",8
"3368",3368,20140117,"WellR06-C03H2B_day13",58.5055,82,185,6.357552005,0.03562391,"SKMEL5","PLX4720",8
"3369",3369,20140117,"WellR06-C03H2B_day14",71.1322,86,185,6.426264755,0.10433666,"SKMEL5","PLX4720",8
"3370",3370,20140117,"WellR06-C03H2B_day15",96.4291,72,185,6.169925001,-0.152003093,"SKMEL5","PLX4720",8
"3381",3381,20140117,"WellR06-C02H2B_day8",0,80,186,6.321928095,0,"SKMEL5","PLX4720",8
"3382",3382,20140117,"WellR06-C02H2B_day9",5.6297,75,186,6.22881869,-0.093109404,"SKMEL5","PLX4720",8
"3383",3383,20140117,"WellR06-C02H2B_day10",25.8436,65,186,6.022367813,-0.299560282,"SKMEL5","PLX4720",8
"3384",3384,20140117,"WellR06-C02H2B_day11",29.2019,61,186,5.930737338,-0.391190757,"SKMEL5","PLX4720",8
"3385",3385,20140117,"WellR06-C02H2B_day12",49.7989,49,186,5.614709844,-0.707218251,"SKMEL5","PLX4720",8
"3386",3386,20140117,"WellR06-C02H2B_day13",58.5055,46,186,5.523561956,-0.798366139,"SKMEL5","PLX4720",8
"3387",3387,20140117,"WellR06-C02H2B_day14",71.1322,46,186,5.523561956,-0.798366139,"SKMEL5","PLX4720",8
"3388",3388,20140117,"WellR06-C02H2B_day15",96.4291,33,186,5.044394119,-1.277533976,"SKMEL5","PLX4720",8
"3399",3399,20140117,"WellR06-C02H2B_day8",0,54,187,5.754887502,0,"SKMEL5","PLX4720",8
"3400",3400,20140117,"WellR06-C02H2B_day9",5.6297,54,187,5.754887502,0,"SKMEL5","PLX4720",8
"3401",3401,20140117,"WellR06-C02H2B_day10",25.8436,55,187,5.781359714,0.026472211,"SKMEL5","PLX4720",8
"3402",3402,20140117,"WellR06-C02H2B_day11",29.2019,44,187,5.459431619,-0.295455884,"SKMEL5","PLX4720",8
"3403",3403,20140117,"WellR06-C02H2B_day12",49.7989,58,187,5.857980995,0.103093493,"SKMEL5","PLX4720",8
"3404",3404,20140117,"WellR06-C02H2B_day13",58.5055,54,187,5.754887502,0,"SKMEL5","PLX4720",8
"3405",3405,20140117,"WellR06-C02H2B_day14",71.1322,63,187,5.977279923,0.222392421,"SKMEL5","PLX4720",8
"3406",3406,20140117,"WellR06-C02H2B_day15",96.4291,65,187,6.022367813,0.267480311,"SKMEL5","PLX4720",8
"3417",3417,20140117,"WellR06-C04H2B_day8",0,108,188,6.754887502,0,"SKMEL5","PLX4720",8
"3418",3418,20140117,"WellR06-C04H2B_day9",5.6297,109,188,6.768184325,0.013296823,"SKMEL5","PLX4720",8
"3419",3419,20140117,"WellR06-C04H2B_day10",25.8436,138,188,7.108524457,0.353636955,"SKMEL5","PLX4720",8
"3420",3420,20140117,"WellR06-C04H2B_day11",29.2019,133,188,7.055282436,0.300394933,"SKMEL5","PLX4720",8
"3421",3421,20140117,"WellR06-C04H2B_day12",49.7989,197,188,7.622051819,0.867164317,"SKMEL5","PLX4720",8
"3422",3422,20140117,"WellR06-C04H2B_day13",58.5055,209,188,7.707359132,0.95247163,"SKMEL5","PLX4720",8
"3423",3423,20140117,"WellR06-C04H2B_day14",71.1322,229,188,7.839203788,1.084316286,"SKMEL5","PLX4720",8
"3424",3424,20140117,"WellR06-C04H2B_day15",96.4291,259,188,8.016808288,1.261920786,"SKMEL5","PLX4720",8
"3435",3435,20140117,"WellR06-C04H2B_day8",0,33,189,5.044394119,0,"SKMEL5","PLX4720",8
"3436",3436,20140117,"WellR06-C04H2B_day9",5.6297,32,189,5,-0.044394119,"SKMEL5","PLX4720",8
"3437",3437,20140117,"WellR06-C04H2B_day10",25.8436,29,189,4.857980995,-0.186413124,"SKMEL5","PLX4720",8
"3438",3438,20140117,"WellR06-C04H2B_day11",29.2019,15,189,3.906890596,-1.137503524,"SKMEL5","PLX4720",8
"3439",3439,20140117,"WellR06-C04H2B_day12",49.7989,17,189,4.087462841,-0.956931278,"SKMEL5","PLX4720",8
"3440",3440,20140117,"WellR06-C04H2B_day13",58.5055,24,189,4.584962501,-0.459431619,"SKMEL5","PLX4720",8
"3441",3441,20140117,"WellR06-C04H2B_day14",71.1322,24,189,4.584962501,-0.459431619,"SKMEL5","PLX4720",8
"3442",3442,20140117,"WellR06-C04H2B_day15",96.4291,25,189,4.64385619,-0.40053793,"SKMEL5","PLX4720",8
"3453",3453,20140117,"WellR06-C04H2B_day8",0,87,190,6.442943496,0,"SKMEL5","PLX4720",8
"3454",3454,20140117,"WellR06-C04H2B_day9",5.6297,87,190,6.442943496,0,"SKMEL5","PLX4720",8
"3455",3455,20140117,"WellR06-C04H2B_day10",25.8436,95,190,6.569855608,0.126912112,"SKMEL5","PLX4720",8
"3456",3456,20140117,"WellR06-C04H2B_day11",29.2019,91,190,6.50779464,0.064851144,"SKMEL5","PLX4720",8
"3457",3457,20140117,"WellR06-C04H2B_day12",49.7989,73,190,6.189824559,-0.253118937,"SKMEL5","PLX4720",8
"3458",3458,20140117,"WellR06-C04H2B_day13",58.5055,54,190,5.754887502,-0.688055994,"SKMEL5","PLX4720",8
"3459",3459,20140117,"WellR06-C04H2B_day14",71.1322,60,190,5.906890596,-0.5360529,"SKMEL5","PLX4720",8
"3460",3460,20140117,"WellR06-C04H2B_day15",96.4291,44,190,5.459431619,-0.983511877,"SKMEL5","PLX4720",8
"3471",3471,20140117,"WellR06-C06H2B_day8",0,78,191,6.285402219,0,"SKMEL5","PLX4720",8
"3472",3472,20140117,"WellR06-C06H2B_day9",5.6297,83,191,6.375039431,0.089637212,"SKMEL5","PLX4720",8
"3473",3473,20140117,"WellR06-C06H2B_day10",25.8436,79,191,6.303780748,0.018378529,"SKMEL5","PLX4720",8
"3474",3474,20140117,"WellR06-C06H2B_day11",29.2019,83,191,6.375039431,0.089637212,"SKMEL5","PLX4720",8
"3475",3475,20140117,"WellR06-C06H2B_day12",49.7989,79,191,6.303780748,0.018378529,"SKMEL5","PLX4720",8
"3476",3476,20140117,"WellR06-C06H2B_day13",58.5055,74,191,6.209453366,-0.075948853,"SKMEL5","PLX4720",8
"3477",3477,20140117,"WellR06-C06H2B_day14",71.1322,82,191,6.357552005,0.072149786,"SKMEL5","PLX4720",8
"3478",3478,20140117,"WellR06-C06H2B_day15",96.4291,81,191,6.339850003,0.054447784,"SKMEL5","PLX4720",8
"3489",3489,20140117,"WellR06-C07H2B_day8",0,105,192,6.714245518,0,"SKMEL5","PLX4720",8
"3490",3490,20140117,"WellR06-C07H2B_day9",5.6297,109,192,6.768184325,0.053938807,"SKMEL5","PLX4720",8
"3491",3491,20140117,"WellR06-C07H2B_day10",25.8436,121,192,6.918863237,0.20461772,"SKMEL5","PLX4720",8
"3492",3492,20140117,"WellR06-C07H2B_day11",29.2019,119,192,6.894817763,0.180572246,"SKMEL5","PLX4720",8
"3493",3493,20140117,"WellR06-C07H2B_day12",49.7989,122,192,6.930737338,0.21649182,"SKMEL5","PLX4720",8
"3494",3494,20140117,"WellR06-C07H2B_day13",58.5055,139,192,7.118941073,0.404695555,"SKMEL5","PLX4720",8
"3495",3495,20140117,"WellR06-C07H2B_day14",71.1322,134,192,7.06608919,0.351843673,"SKMEL5","PLX4720",8
"3496",3496,20140117,"WellR06-C07H2B_day15",96.4291,125,192,6.965784285,0.251538767,"SKMEL5","PLX4720",8
"3507",3507,20140117,"WellR06-C06H2B_day8",0,28,193,4.807354922,0,"SKMEL5","PLX4720",8
"3508",3508,20140117,"WellR06-C06H2B_day9",5.6297,29,193,4.857980995,0.050626073,"SKMEL5","PLX4720",8
"3509",3509,20140117,"WellR06-C06H2B_day10",25.8436,18,193,4.169925001,-0.637429921,"SKMEL5","PLX4720",8
"3510",3510,20140117,"WellR06-C06H2B_day11",29.2019,13,193,3.700439718,-1.106915204,"SKMEL5","PLX4720",8
"3511",3511,20140117,"WellR06-C06H2B_day12",49.7989,14,193,3.807354922,-1,"SKMEL5","PLX4720",8
"3512",3512,20140117,"WellR06-C06H2B_day13",58.5055,15,193,3.906890596,-0.900464326,"SKMEL5","PLX4720",8
"3513",3513,20140117,"WellR06-C06H2B_day14",71.1322,8,193,3,-1.807354922,"SKMEL5","PLX4720",8
"3514",3514,20140117,"WellR06-C06H2B_day15",96.4291,10,193,3.321928095,-1.485426827,"SKMEL5","PLX4720",8
"3525",3525,20140117,"WellR06-C07H2B_day8",0,33,194,5.044394119,0,"SKMEL5","PLX4720",8
"3526",3526,20140117,"WellR06-C07H2B_day9",5.6297,34,194,5.087462841,0.043068722,"SKMEL5","PLX4720",8
"3527",3527,20140117,"WellR06-C07H2B_day10",25.8436,37,194,5.209453366,0.165059246,"SKMEL5","PLX4720",8
"3528",3528,20140117,"WellR06-C07H2B_day11",29.2019,38,194,5.247927513,0.203533394,"SKMEL5","PLX4720",8
"3529",3529,20140117,"WellR06-C07H2B_day12",49.7989,40,194,5.321928095,0.277533976,"SKMEL5","PLX4720",8
"3530",3530,20140117,"WellR06-C07H2B_day13",58.5055,37,194,5.209453366,0.165059246,"SKMEL5","PLX4720",8
"3531",3531,20140117,"WellR06-C07H2B_day14",71.1322,34,194,5.087462841,0.043068722,"SKMEL5","PLX4720",8
"3532",3532,20140117,"WellR06-C07H2B_day15",96.4291,29,194,4.857980995,-0.186413124,"SKMEL5","PLX4720",8
"3543",3543,20140117,"WellR06-C08H2B_day8",0,243,195,7.924812504,0,"SKMEL5","PLX4720",8
"3544",3544,20140117,"WellR06-C08H2B_day9",5.6297,239,195,7.900866808,-0.023945696,"SKMEL5","PLX4720",8
"3545",3545,20140117,"WellR06-C08H2B_day10",25.8436,275,195,8.103287808,0.178475305,"SKMEL5","PLX4720",8
"3546",3546,20140117,"WellR06-C08H2B_day11",29.2019,288,195,8.169925001,0.245112498,"SKMEL5","PLX4720",8
"3547",3547,20140117,"WellR06-C08H2B_day12",49.7989,336,195,8.392317423,0.467504919,"SKMEL5","PLX4720",8
"3548",3548,20140117,"WellR06-C08H2B_day13",58.5055,362,195,8.499845887,0.575033383,"SKMEL5","PLX4720",8
"3549",3549,20140117,"WellR06-C08H2B_day14",71.1322,380,195,8.569855608,0.645043105,"SKMEL5","PLX4720",8
